ID,Tweet Content,Mentions Sports Betting
1492,"""🇫🇷 Griezmann’s France vs Messi’s Argentina 🇦🇷 

🍻 Winner takes home their third #FIFAWorldCup and brings home the Bud! Roll on Sunday… 🙏

#Budweiser #POTM #YoursToTake #BringHomeTheBud @Budweiser @budfootball https://t.co/qQ4u4cC16W""",no
1493,"""“This crazy fanbase leaves everything for the Cup!” 🎶 #ARG

#Qatar2022 | #FIFAWorldCup https://t.co/3yWdNFM6Lp""",no
1494,"""Morocco 🇲🇦
Already done the continent proud reaching the World Cup semifinals. Let's get it to the final today. We're behind you. You can do it. 🫶🏿 
#OneAfrica #FIFAWorldCup""",no
1495,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1496,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1497,"""Morocco has shown the World that its win is the victory of 2 billion Muzlims. 

But its loss is the wrαth of those same 2 billion violent Muzlims who are out on a rampage in France, Belgium and Netherlands.
#FrancevsMorocco
#FIFAWorldCup""",no
1498,"""Vamos #Argentina 🇦🇷 tonight is displayed strength &amp; resilience. #Brazil lost a heartbreak v #Croatia.  While many in #Haiti will be weeping tonight, there’s another large group who will celebrate. Got to ❤️this game , what ups and downs, joy and tears #FIFAWorldCup #Qatar2022 https://t.co/PnnmefKQOy""",no
1499,"""#FIFAWorldCup 
I THINK 
FINAL IS BETWEEN
MESSI AND  MBAPPE
ON 18 TH DEC 2022
MAGIC OF 
THESE TWO PLAYERS
WILL DECIDE
WHICH TEAM WILL WIN""",yes
1500,"""I guess the only change in this is Argentina in place of Brazil.
Scores might change to 3-1 Argentina
#FIFAWorldCup #ArgentinaVsFrance #Messi𓃵 #Mbappe https://t.co/iT8r0FF9GF""",no
1501,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
1502,"""The lsraeli occupation forces invade a Jerusalemite football club to confiscate Palestinian and Moroccan flags. #FIFAWorldCup https://t.co/wp7hefK9dX""",no
1503,"""Chad behaviour tbfh
Promo was aired 2 days ago but he chose to tweet today after seeing this boycott campaign on Twitter
My King 👑❤️""",no
1504,"""Kylian Mbappé starts for France for the Semi-Finals clash, against Morocco. 🇫🇷✅

Achraf Hakimi starts for Morocco for the Semi-Finals clash, against France. 🇲🇦✅

#FIFAWorldCup #Qatar2022 #FRAMAR""",no
1505,"""France 100% cheated their way to the final in Qatar. 
The picture speaks for itself.

#MoroccoVsFrance #FIFAWorldCup #VAR https://t.co/og4XcND3Lh""",no
1506,"""Palestinian artist captures some of Morocco’s best moments during the World Cup.#FIFAWorldCup https://t.co/ZsVI872N2F""",no
1507,"""#Morocco fans in Qatar chant, “There is no God but God and Muhammad is God’s prophet” during the country’s semi-final match against France on Wednesday.

The semi-final match, held at Al Bayt Stadium, was attended by French President Macron

#Qatar2022 #FIFAWorldCup #FRAMAR https://t.co/5CdXZQ3F7d""",no
1508,"""#FIFAWorldCup 2022 Stats
Who wins the WC Golden BALL?

Messi 🐐 v Mbappe v Griezmann

Goals: 5-5-0
Assists: 3-2-3
Shots on target: 14-11-3
A.Passes: 258-154-237
Key passes: 18-11-21
Big chances created: 6-2-7
Dribbles: 15-21-3
Balls won: 16-14-33
Official Man of the Match: 4-3-1 https://t.co/Wq9pkrOjVz""",no
1509,"""LATEST EXCLUSIVE : #ShahRukhKhan talks about the match between #FrancevsMorocco #FRAMAR as he adds “Kursi ki peti baand ke dekhte hain 🔥” Watch him promote #Pathaan on Match Centre LIVE at the #FIFA Finals on 18th December. #FIFAWorldCup    #FIFAWorldCup2022Qatar #Messi𓃵 https://t.co/THlRjmfLG2""",yes
1510,"""Palestinian artist captures some of Morocco’s best moments during the World Cup.#FIFAWorldCup https://t.co/ZsVI872N2F""",no
1511,"""One book can change your life
#MoroccoVsFrance
#FIFAWorldCup https://t.co/eVSaudcm8Z""",no
1512,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
1513,"""Mbappe in a Moroccan shirt. That's how you earn respect 🇲🇦♥️ #FIFAWorldCup https://t.co/6AaBBuUajc""",no
1514,"""Congratulations to William Saliba who advances to the final of the #FIFAWorldCup https://t.co/NBmcgHTrMU""",no
1515,"""The G.O.A.T. Lionel Messi 🐐👽
One step away from the cup 🏆
Go for the win Leo 💞✨

He is walking work of art ,the Magician and blessings to our eyes and football 💞🥰
#Messi𓃵 #ArgentinaVsFrance #LeoMessi #Messi #FIFAWorldCup #GOAT𓃵 #football #messifans https://t.co/huN1Je6cvy""",no
1516,"""A champion will be crowned 🔜

#FIFAWorldCup | #Qatar2022""",no
1517,"""#FIFAWorldCup 
AFTER BEING DOWN BY ONE GOAL
MOROCCO IS PUTTING UP 
A GOOD FIGHT AGAINST FRANCE
BEYONND MY EXPECTATION
IT SEEMS 
ALL THE FRANCE PLAYERS
CONSIDER THEMSELVES STRIKERS
WHEN
STRIKERS SHOT IN GOAL
WAS PUNCHED AWAY
BY MOROCCO GOALKEEPER
ANOTHER PLAYER 
SCORED ON REBOUND""",no
1518,"""Facts:
-Ball went to left
-Alvarez went to right
-Goalkeeper didn’t stand his ground, instead he jumped at Alvarez
-He went to right and blocked alvarez with his leg. 
-HE CLEARLY MISSED THE BALL

#ARGCRO #FIFAWorldCup #FIFAWorldCupQatar2022 #ARGvsCRO #penalty #Alvarez #Messi𓃵 https://t.co/prvU9nfxKD""",no
1519,"""There is something seriously wrong with the central tenets of #Islam.

It's adherents are some of the most violent, misogynist, ungrateful, unassimilable, self-righteous cry babies!

#FrancevsMorocco #FIFAWorldCup""",no
1520,"""#Argentina supporter @harman_khabra makes some interesting picks for #FIFAWorldCup 😮

Find out the #IndianFootball ⭐'s #Qatar2022 favourites &amp; keep watching the #WorldsGreatestShow, LIVE on #JioCinema &amp; #Sports18 📺📲

#FIFAWConJioCinema #FIFAWConSports18 https://t.co/SlfKyN9lB8""",no
1521,"""Morocco won against Spain, there were riots in Spain

Morocco won against Portugal, there were riots in Portugal

Morocco lost to France, there were riots in France

Morocco wins or loses, there be riots. And the reasons are all religious.""",no
1522,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1523,"""#BONO//#BOUNOU: untouchable 🏆

#FIFAWorldCup  #morocco yassine bono bounou maroc spain world cup quarter finals edit fancam https://t.co/yt7iQ230oc""",no
1524,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN""",no
1525,"""Football is the most popular sport in Pakistan’s largest province ⚽️

Read more: https://t.co/AWmCtbYkuQ

#FIFAWorldCup https://t.co/GJXG9VQcHZ""",no
1526,"""428 players have contested at least 10 duels during the 2022 World Cup, Ibrahima Konaté has the best win rate.

◉ 95.3% duels won
◎ 22 duels contested
◉ 21 duels won

#FRAMAR""",no
1527,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1528,"""Palestinian artist captures some of Morocco’s best moments during the World Cup.#FIFAWorldCup https://t.co/ZsVI872N2F""",no
1529,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1530,"""@KMbappe @AchrafHakimi I made this drawing of Kylian Mbappe in 3 weeks
Kindly Retweet my pencil art 🙏🙏
#Mbappe #Messi #Ronaldo #FIFAWorldCup https://t.co/DEd3fj9u6e""",no
1531,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1532,"""Fantastic. ❤❤❤❤❤""",no
1533,"""Do you think it’s needful for the GFA to  tell Ghanaians what transpired in Qatar? 👀

#GTVSports #FIFAWorldCup https://t.co/AFlSHwPfwR""",no
1534,"""The problem is the religion not the game""",no
1535,"""The problem is the religion not the game""",no
1536,"""no matter your age, my papa go remain food for you😂
#FIFAWorldCup https://t.co/fZME5wWQ3n""",no
1537,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1538,"""@iamsrk @WayneRooney @JioCinema @Sports18 LATEST EXCLUSIVE : #ShahRukhKhan talks about the match between #FrancevsMorocco #FRAMAR as he adds “Kursi ki peti baand ke dekhte hain 🔥” Watch him promote #Pathaan on Match Centre LIVE at the #FIFA Finals on 18th December. #FIFAWorldCup    #FIFAWorldCup2022Qatar #Deepika""",yes
1539,"""Like this tweet if the club you support have a player in the Finals of the FIFA World Cup in Qatar 

#FIFAWorldCup #Qatar2022""",no
1540,"""A shocking defeat for Africa😔 what a loss. Regardless we move, #FIFAWorldCup continues on UBC TV via @StarTimesUganda channel 447 and 201. https://t.co/FsZhoDTeaX""",no
1541,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1542,"""A champion will be crowned 🔜

#FIFAWorldCup | #Qatar2022""",no
1543,"""#Messi𓃵
Lionel Messi is the oldest man to ever score 5 goals at a single World Cup 👏
LIONEL MESSI WINS HIS 4TH MAN OF THE MATCH AWARD AT THE 2022 WORLD CUP ☔️

No player has more.🧢
Always breaking records 
#Messi𓃵 
#FIFAWorldCup 
اسطوره فعلا https://t.co/dMYNKegMXW""",no
1544,"""@iamsrk @WayneRooney @JioCinema @Sports18 LATEST : EXCLUSIVE #PATHAAN Special Promo of #FIFAWorldCup    Finals 🔥 Watch King Khan live on 18th December as he promotes Pathaan with #FifaWorldCupQatar Finals #ShahRukhKhan #YRF50 #BesharamRang 
#DeepikaPadukone #FIFA2022 #FIFA #FRAMAR #FranceVsMorroco""",no
1545,"""It's official #SRK to set the televisions on fire on 18 December from 7 pm during the finals of #FIFAWorldCup 2022 , an interaction of #SRK  with legendary footballers like #WayneRooney and others mainly showcasing #Pathaan is on the cards
https://t.co/JIgCCpIZby""",no
1546,"""What do you think??

#FIFAWorldCup #Qatar2022 #FRAMAR #MARFRA https://t.co/2ruiUzypTR""",no
1547,"""You made history.. for the Arab world and Africa.. You surpassed the dreams and expectations of anyone in the whole world.
#Morroco #FIFAWorldCup #FIFAWorldCupQatar2022 #arab #Muslim #Islamophobia #Islam #Superman https://t.co/9KfzsgNRwc""",no
1548,"""World biggest movie star SRK 🔥🔥🔥

GLOBAL HIT BESHARAM RANG

PATHAAN DEKHEGA HINDUSTAN""",no
1549,"""The Marketing Genius is Back !!
🔥😭😂🌊❤️👑
Ohh mahn you're too good in Hindi @WayneRooney
PATHAAN DEKHEGA HINDUSTAN https://t.co/y98SIkjpsZ""",no
1550,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1551,"""@iamsrk @WayneRooney @JioCinema @Sports18 KING KHAN to promote PATHAAN at #FIFAWorldCup2022 #FIFAWorldCup    #FIFAWorldCupQatar2022 #WorldCup final #Qatar2022    ! 🔥
Watch him on 18th Dec at the FIFA World Cup FINALS at Match Centre ♥️🔥
#ARGCRO #Messi #Mbappe #football #ShahRukhKhan #BesharamRang #Pathaan""",no
1552,"""Football unite the world 🌎.
Peter Obi Unite Nigeria 🇳🇬 .

#FIFAWorldCup Morocco 🇲🇦 France https://t.co/Oy6rn5j5Yd""",no
1553,"""Wishing the only two teams to beat us at the #FIFAWorldCup all the best in the Final 😉

#Socceroos #Qatar2022 https://t.co/qxI0rYQqOq""",no
1554,"""A fantastic and historic journey - one to be proud of Hakim. 💙

#FIFAWorldCup https://t.co/g2vDyxv0zJ""",no
1555,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1556,"""New TFA Daily #FIFAWorldCup podcast is out NOW! 🎙️🚨

In this one, we discuss:

- Is Scaloni getting enough credit? 🤔
- Messi-Alvarez link-up for #Argentina 🇦🇷
- Were #Croatia good enough to get this far? 🇭🇷

Find the #podcast on all audio platforms! 👇
https://t.co/YAYH0kVFbm""",no
1557,"""🇦🇷 Leo Messi - 5 goals
🇦🇷 Julian Alvarez - 4 goals

🇫🇷 Kylian Mbappe - 5 goals
🇫🇷 Olivier Giroud - 4 goals

Which duo gets the win on Sunday ? ⤵️⤵️⤵️#FifaWorldCup https://t.co/HpE5XbJ6uH""",no
1558,"""#FIFAWorldcup 
I WILL LIKE ARGENTINA
TO GO IN FINAL
BECAUSE
THIS TEAM HAS QUALITY
TO RAISE THEIR PERFORMANCE
ACCORDING TO SITUATION
LAST TIME 
I SAW THAT ALL OF SUDDEN
CROATIAN TEAM FLOPPED
IN FINAL
DID EVERY FAULT POSSIBLE
AGAINST FRANCE
VERY BORE
@narendramodi_in 
@RSSorg""",no
1559,"""Pakistani supporting Moroccan in #FIFAWorldCup.

#MoroccoVsFrance #FRAMAR https://t.co/GP13XeJ5ZI""",no
1560,"""Far said suffice show what goes into a Moroccan mind. Thank you #Qatar2022 Thank you #UAE, #Saudi, #Israel, #Fra , #Esp , #Bel , #Por , #Cro , #Can and everyone I didn’t mention who helped us knowingly or unknowingly make the most of our #FIFAWorldCup https://t.co/J71dKOTeRu""",no
1561,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1562,"""#Pathaan is going massive🔥🔥""",no
1563,"""🔌 Plug &amp; Play in 3 easy steps and under 1 Minute!

Step 1 - Go to our https://t.co/kE9DzKsJJV
Step 2 - Connect your Crypto Web3 Wallet 
Step 3 - Place Bet

Odds are you won't find another site that can match this!

#Oddsswap | #FIFAWorldCup""",yes
1564,"""🔊⚽️Listen to the top highlights from the #FIFAWorldCup where we look at how the brave and feisty fairy-tale march of Morocco ended at midnight at the hands of an efficient France, with a score of 2-0 and much more
https://t.co/5TRfDvqQ0e

#MoroccoVsFrance""",no
1565,"""Buy a bottle of @NileSpecial and 50ugx will go to the Cranes Fund📌 
We are doing this to enable @UgandaCranes go for 2026 #FIFAWorldCup 
So join us we take Uganda Cranes to the next world cup 📌
#CranesKabbo https://t.co/wNMfnxaIkg""",no
1566,"""""We'll do everything we can to ensure that we're happier on Sunday.""

France 🇫🇷 head coach Didier Deschamps has his eyes on the prize 🏆 

#FIFAWorldCup #Qatar2022onMG https://t.co/B0H6KYm3NK""",no
1567,"""Brothers in arms 🫂🇦🇺❤️

#Socceroos #FIFAWorldCup https://t.co/VNBihEnCAl""",no
1568,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1569,"""New TFA Daily #FIFAWorldCup podcast is out NOW! 🎙️🚨

In this one, we discuss:

- Is Scaloni getting enough credit? 🤔
- Messi-Alvarez link-up for #Argentina 🇦🇷
- Were #Croatia good enough to get this far? 🇭🇷

Find the #podcast on all audio platforms! 👇
https://t.co/YAYH0kVFbm""",no
1570,"""FAFC Genesis Edition ( This collection have maximum supply of 107 NFTs) : https://t.co/bjvgIJMyRm

Full collection of 7,910 NFTs will be launched on 16’Dec’2022! ⚽️🥅

Join Discord : https://t.co/0OgjPZWayc

#FIFA #GOAT𓃵 #FIFA22 #FIFA22 #LeoMessi #Messi #FIFAWorldCup https://t.co/mbkNgYDe1X""",no
1571,"""President of the French Football Federation, Noel Le Graet: The State of #Qatar has proven its ability to organize the excellent World Cup. #QNA #WorldCupQatar2022 #QATAR2022
#QNA_Sport  #FIFAWorldCup https://t.co/v2SghMIur4""",no
1572,"""Pathaan promotions going on in full swing 🔥🔥 SRK taking the promotions in his own hands is the best possible thing for the film.""",no
1573,"""Just baffles me why some people would migrate to a first world country in search of better livelihood and then wreak havoc in that same country that took them in and gave them the opportunities that they wanted, that too for a football match.""",yes
1574,"""#Camel and #WorldCupQatar2022 event starts in Al Sheehaniya on the sidelines of the events accompanying the World Cup. #QNA #QATAR2022
#QNA_Sport  #FIFAWorldCup https://t.co/ldOv7O2YRc""",no
1575,"""Thank you to everyone for backing us at home in Australia, here in Qatar and around the world!

Your incredible support made this tournament one we will never forget. 🫶 🙌  👏

#GiveIt100 #Socceroos #FIFAWorldCup https://t.co/QCRyKlxKnd""",no
1576,"""Hakimi getting his ears pulled for not coming to greet the wife first and running around the stadium instead 😅

#المونديال_مع_جول | #FIFAWorldCup https://t.co/J3WAfFIqi1""",no
1577,"""Name the religion behind this rioting in France 🇫🇷 post their victory in #FIFAWorldCup against #Morocco https://t.co/vZ2XdE6Emo""",no
1578,"""giveaway 30$ | 450,000 IDR 🌹

— rt &amp; rt like quoted tweet!

ends in 24 hours goodluck dears🍒""",no
1579,"""Both""",no
1580,"""France 100% cheated their way to the final in Qatar. 

I'd rather lose as an honest player than win as a fraud!

#MoroccoVsFrance #FIFAWorldCup #VAR https://t.co/K1eFfthKYX""",no
1581,"""⚽️62 down, only 2 more to go…

#FIFAWorldCup #Qatar2022 @Sports18 @JioCinema https://t.co/UdKWPwxfwb""",no
1582,"""🎙️ Rio Ferdinand: ""I think that's a penalty. Anywhere else on the pitch, it's a foul. So why is that not a penalty? It definitely isn't a booking for Boufal. It's out of order.""

#FRA | #MAR | #FIFAWorldCup https://t.co/mGcxKFqhyH""",no
1583,"""🎙️ Rio Ferdinand on how to stop Leo Messi: 

""I was in a team that tried it a couple of times and it didn't come off. Other than GBH, I don't know."" 😂

#ARG | #FIFAWorldCup https://t.co/LzE8jNSVaE""",no
